passage.number,passage,annotator
61,"Long may John live the pride and glory of Caftile ! exclaimed the Baron : the reft pronounced a heart-felt amen j and the king and corregidor retire^. Don Juan kept them all that day at his houfe, and in the evening an officer arrived with a letter from the corregidor to the Baron ; he had orders to proceed directly on the inqueft : they refolved to fet out that night ; but it was agreed that the lervants (hould remain behind^ to prevent urme- ceffary fpeculations. CHAP, IT was juft twilight when they arrived in th$ valley : they proceeded to the bower, where, ac- cording to a prior determination, the Baron and Donlfidor remained with the horfes, while Father Thomas, the officer, and Alphonfo, went to the chapel. Arrived at the mouth of the fubterra- neous pafTage, they flruck a light, and found the place juft as it had been left by them.",mark
62,"She started, but more with pleasure than fear, at the sound of her own name, as she saw Mr. Earnscliffe come from under the shadow of the trees and stand facing the balcony as he said, "" I saw you come out, and I have been watching you ever since. It was so delightful to see you there, and know that you were thinking of me. I even heard a sound which seemed verv like Edw^in ; but it would liave been still more delightful if I could have been standing up there beside you."" Flora blushed and laughed as she answered, "" Well, I must say it w^as very wicked of you to be out here eaves-dropping when you ought to have been in bed ; and pray, why are you not there P' "" Might I not ask the same question, fair lady?"" *' Xo, it is quite a different thing for me. A lad}^ may have work and a thousand other things to keep her up, but a man has no such excuse.""",alex
63,"Henry, in mmd, was twenty years Bob's senior, at least; this one had been borne down by no calamity — had felt no pinching want — that one had been schooled by bitterest experience to look more seriously upon the affaire of life. Henry had many self- imposed responsibilities, (fetters that elevate manhood and give an earnestness to every action,) Bob's sole care was the due exercise of his darling art. It was no wonder then that there was a wide difference in their respective pursuits and opinions. "" I don't object to a row on the river with you any day, but I object decidedly to brawls with watermen."" "" Come, come,"" said Bob, "" every man his own taste ; 3 r ou won't have to fight, you know. lin not blowing my own trumpet too hard when I tell you I believe I can manage a waterman or two just to wind up the day in style.""",jessica
64,"No, my dear, you're not to touch him ; don't lay a finger on him. The Lord be thanked — though God forgive me for thanking Him for the wicked- ness of any man ! "" How enigmatical this all was to Harry Gordon, and how little he could imagine any clue to the mystery, it is needless to say. Gilchrist herself thought her mistress was temporarily out of her mind. She was quicker, however, to realise what had happened than the young man, who did not think of the jewels, nor remember anything about them. Gilchrist looked with anxiety at her lady's white face and gleaming- eyes.",svenja
65,"That is impossible,"" replied the duke ; "" for you know my military avocations at this time require my presence here."" "" And here,"" said I, "" you will fall be- neath the poniard of our secret enemy."" My father was going to urge something further on the subject, when a messenger D 3 arrived arrived from court, with dispatches from the king, informing us that Sebastian had been beset by banditti, and seriously wounded ; at the same time conveying a sarcastic message from donna Isidore, thanking me for the frequent visits I had lately paid her. I had been betrothed from infancy to this lady, who was of high birth, possessed of immense wealth, a fine figure, a tolerable share of beauty, a great stock of pride, and a tyrannical temper ; such was the wife, my father and the king, who had my interest much at heart, had chosen for me. It must be confessed, I bad not been the most attentive lover in the world, and certainly had given the lady some little cause of complaint; for supposing she must inevitably be mine, I did not think it necessary to trouble my head about her ; — such are the ill elBPects arising from parents betrothing their chil- dren in infancy! But to return. The duke had no sooner read the dispatches from the king, than he changed his mind respecting respecting my quitting Spain, saying — """,matt
66,"Daisy now hazard- ed asking Gascoigne, feeling she must say something, and with a most ridiculously timid manner. ''That is Mrs. Burke, the wife of Colonel Burke, whom you saw out there under the stairs."" What ! wife of the man who was flirting so busily with Birdie. Though little Miss Dimity said nothing, while her eyes were tlius opened, slie knew by something in his voice, so fine it could hardly be given a name, that the same thought was in the mind of the quiet man beside her. But up came Lee towards her gaily — banishing reflection.",mark
67,"When cordially greeted by his cheery- hearted son, he shook his head despondingly, and declared himself to be "" poorly — very, very poorly."" Poorly, indeed, for a beneficed divine — a responsible Christian ! — Beyond his physical sensations, he had not a thought or a care — beyond that gloomy room, not a sympathy. The souls entrusted to his cure, the progress of the faith he professed, of national civilization, of human happiness, of science, Kterature, art — what were such trifles to a man addicted to nervous headache, and engrossed by the daily study of Buchan's Domestic Medicine ! — Still, when seated in dignified abstraction in his stall, keeping measure with the responses of the choir, and looking like a portrait of St. Jerome by the tender pencil of Guido, there was plausible pretext for the affection with which he was pointed out to strangers as "" the popular Dean of R ."" CHAPTER IV. For what avail the largest gifts of Heaven When drooping health and spirits go amiss ?",alex
68,"His fair companion told him the plan she had hit upon for giving the particulars that Mr. Hargrave wished in the most complete manner. "" Well might he call you one of a thousand,"" said Bohun ; "" but if he who has not seen you says that, can you wonder at and upbraid my enthusiasm ?"" The lady was desirous of turning the conversation, and casting her eyes on the bed, where some letters were lying open, said, "" Have you any good news to tell me r "" Yes, there is a pleasant letter from Foster, saying that my darling Clara and her infant and my mother are all going on well, but anxious to hear from me again. Then there is a letter from an attorney at York, enclosing two letters from counsel who are to conduct a cause before me in which I am appointed arbitrator. Pray read all the letters, if you please. I shall answer them to-morrow, though I am a little puzzled what to do with the lawyers.""",jessica
69,"I took particular notice of that.' * Any cress or mornagarm,' asked Higlett. ' No, there was nothing on the envelope ; but the paper was as thick as parchment. Whoever wrote that letter was quite the lady.' 'Ah,' said Higlett, 'Mr. Clissold's sweetheart, very likely.' ' That's what I've been thinking, and that it was that letter, perhaps, that took him off so suddenly, and that he really may have been far away from Eborsham on the night of the murder.' 'If he was, he'll be able to prove it,' replied Mr. Higlett, who was not inclined to entertain tlie idea of Mr. Clissold's innocence.",svenja
70,"Why the bkzes be talking of dying ! That's the way, tho' in France and in Spain, Where love is not real, but acted. You must always purtend you're insane. Or at laste that you're partly distracted. Tol lol de lol, &c/ "" It is veiy unlikely that the reader will estimate Billy's impromptu as did the com- pany ; in fact, it possessed the greatest of all claims to their admiration, for it was partly incomprehensible, and by the artful intro- duction of a word here and there, of which his hearers knew nothing; the poet was well aware that he was securing their heartiest approval. Nor was Billy insensible to such flatteries.",matt
71,"Sur- prised by such a sound, at such an hour, he shouted to know who was there. There was no answer, however. The silence was com- plete, tomb-like. Concluding, therefore, that he was mistaken, he hurried to pick up a big block which lay at his feet, and turned to descend. He was in the act of doing so, when again, and this time unmistakably, he heard the sound, and turning, quick as thought, looked up into the misty vault. For an instant — only for an instant — there was the outline of a head ; the outline of a gun; then a flash, and the next moment a stinging, numbing, indescribable pain right through the middle of his chest caused him to drop the stone which he had in his hands, and with a wild cry, in which pain, indigna- tion, and bitter unsj)eakable astonishment all seemed to mingle, he dropped down upon the ledge where he was standing, while a sound of footsteps, first nearer, then further, further, further, sounded overhead, finally dying away in the far-off solitary distance. The murderer had effected his escape.",mark
72,"There, the beloved little rough dogs, after- wards hung by their cold-blooded step-mother, had fuzzled and rustled among the brown autumn leaves, feeling called upon to partake the excite- ment, though they could not share the employment, of their masters ; and sympathising thoroughly in the apparent opinion of the latter, that the greater the bustle the greater the joy. Poor little Jock and Beardie ! Before that dreadful hanging day, how many days of delight had they shared! What kindly pats and in- vitations had they received to share bits of oat- cake and potatoes roasted in the hut (tasting terribly of burnt resinous wood) ; while their masters added to that simple festival, alas ! ' juat a wee wee drappie ' of mountain dew, sipped from the keeper's flask ; ever replenished with a fiery nectar, which, like the potatoes, had been prepared in some wild mountain hole where the tax of the excise-officer had never been levied. Days of boyhood and castle-building on the earth (not yet the vain vanishing of manhood's castles in the air), how sweet and precious are ye, in the after times ! Oh !",alex
73,"It will be the proudest day of my life, whatever it may be of theirs/ replies the enamoured Bobby ; and then Miss Monta- lambert is summoned and introduced to Betha's Jicmce, and the three sit down to breakfast together, and one at least is su- premely happy. But that one is not Betha. She never asks her lover what are his plans or pro- spects for the future. She is content to know that he considers himself pledged to her, and that Sir Willoughby and Lady Frere and the Matthews' will, in due course, be informed of the fact, and see that her personal influence and attractions have had the power to out- weigh all other considerations. It is some relief to Betha's revengeful inclinations to feel that she has succeeded in falsifying the prophecies of her late hostess, and proving that she did not tell a falsehood in order to glorify herself. As soon as Bobby Frere has taken his departure she is naturally subjected to a great deal of * chaff ' on the part of the lively Miss Montalambert ; but it is much easier to bear than it would have been, had her heart been really concerned in the matter. ' Oh, you sly puss !' cries Miss Kate ; ' so this is the work you have been so quietly engaged upon, is it ?",jessica
74,"Ay; but on that night, when I was shut up in the cathedral, on the bell tolling ' one,' did not a super- natural light make its appearance — and did not the or- gan, of its own accord, strike up ? and, then, did not the effigies of Cardinal Beaufort, Bishop Gardiner, William Rufus, and Inigo Jones, led on by the grim king of antics, commence the ' dance of death ?' and then "" Here the argument was stopped by the stopping of the coach. The disputants and other travellers having now arrived at the George Inn, Winchester, the foot- man descended with the impassioned orator, and con- ducting hirn towards the school, the debate was ad- journed to (at least) that "" day six months."" Having changed horses, the coachman proceeded on bis journey, which did not prove at all productive to our hero; for, except an original remark or two from an outside passenger (who pretended to be a great ad- mirer of scenery, and whose name was Pointblank, as be afterwards discovered), be beard nothing worthy of irwertuig in his memorandum-book. Vivid was complaining of the coarse, uncourteous conduct of those upstarts, as he properly called them, wbo make it a rule never to answer letters. "" Indeed!"" replied this odd, glum Mr. Pointblank; "" why, then, I am tbc most uncourteous man living ; for I not only never answer letters, but I seldom ha, ha ! No, not once in twenty times open them."" """,svenja
75,"Buoyed up by these thoughts, his report on board the Adalid was free from those humiliating details, which, even if he had wished, he would have found no voice to communicate to his royal cousin. Monina's task of imparting to her friends the destitute condition in which their sovereign arrived, was even easier, “He is come among tall men,” said the pompous Heron, “who can uphold him for the better king, even to the satin of his doublet.” “And fight for him, even to the rending of our own,” cried Skelton. “And die for him, as he must too, when all's done,” said Trereife. “A soldier's death is better than a dastard's life.” “We will have out our men in goodly array,” said Heron. “Master Skelton, are the doublets cut from that piece of sad-coloured velvet, last of my wares, slashed with white, as I directed?”",matt
76,"An early hour was appointed for starting the next morning, and the party separated in great good humour with each other. As they were going down the steps, however, Captain Dono- van followed the two guests, exclaiming, "" Major Brandrum, allow me to speak with you for a moment ;"" and while the major paused at this summons, Reginald walked slowly on into the park. "" Thank you, my dear captain, thank you ; I never borrow money. It is always unplea- sant to borrow, and often inconvenient to pay ; and not the less inconvenient because it is unpleasant, nor the less unpleasant because it is inconvenient."" Such were the words which, spoken in Major Brandrum's voice, reached the ears of Reginald as he walked on. A moment or two after he was joined by his friend, the Ravenous Crow, who said, laughing, "" Hang the fellow ! he wanted to lend me money.",mark
77,"Oi loosing him : his regiment was ordered abroad, but has since been countermanded. Matilda has joined her persuasions to mine to induce him now there is some prospect of peace, to lay aside his red coat: but in vain. I hope Harrief will be more successful My wife, cor.sidtrme: her situation, is wonder- fiilly well; and Charles grows a fine fellovfw He is reckoning much of his visit to Mel- combe, and seeing his clear httle aunt Sophy again, who is, you are aware, his first favorite, next to her, his grandpapa and gTandmamma rank highest in his^favor. I am desired to enquire whether you have met Lord d^Arcy yet. If my dear mother sees him with the eyes of her daughter, you are probably inehned to feel as jealous of this young nobleman as myself. Had Har- riet not been disposed of, I should have wished to have seen her the choice of my friend.",alex
78,"Yes — we find him very sensitive,"" said Patience ; '' and there's something in the — set of your neckties that has given you a great hold over him."" "" Oh — come ! "" cried Mr. Colville. But Patience watched his rather anguished expression with an unmoved face, and merely repeated her declaration. '' Yes — he had mentioned it before you came,"" she said. '' He had mentioned it more than once — very seriously. It's a curious thing, but it seems to me that one human being never can predict what will most powerfully affect another.",jessica
79,"Tlie fond motlier looked alternately at her children, breathing SO softly there, in peace and safety, then cast a hasty glance upon the well-known objects collected around. What had been her situ- ation some few hours since ? what was it now '? She prostrated herself in humble gratitude to God. Speak she could not, but her full heart poured forth its silent aspirations to the Throne of Grace. Words are but the vehicle of prayer, not its essence ; and the outpourings of a pious, humble, and grateful heart, are not less acceptable for being silent. Mrs. Darcie arose more comforted than she had felt for many days and many fearful nights.",svenja
80,"— But if wc make peace, then farnine will arisc ; for our people are more than can be fed. Wc ask food and receive not. Stranger. —Ve ask and receive not, because ye ask amiss. As well might ye expect the cold and hungry to receive, because ye say, "" be ye warmed, and be ye filled,"" as because ye only pray. Jehovah fed our fathers in the wildemess with manna rained down from heaven : but he hath long given us fields to till, and bid us rejoice in the harvest. Samaritan.",matt
81,"The girls will be thirsty for the rest of the evening,' Miss Minerva persisted ; 'the girls will have no appetite for the last meal before bedtime. And their mother will ask Me what it means.' ' My good creature,' cried Mr. Gallilee, ' don't be afraid of the girls' appetites ! Take off their hats, and give them something nice for supper. They inherit my stomach, Miss Minerva — and they'll "" tuck in,"" as we used to say at school. Did they say so in your time, Mr. Le Frank?'",mark
82,"No,' cried Ned, wincing for her. ' Oh, no, Nessie, not you, you poor thing. But I thouglit perhaps I, as his friend and yours, ought to advise him, if I only knew what.' ' I have done so already. And you, Ned, who are always thinking of everybody but yourself, can do the same. But, if Frank seems to be in the wrong, you will trust him; won't you, Ned? I'm quite, quite sure you will never repent it.'",alex
83,"How happy Mr. Willoughby must have been with such a companion !*' said Isabella. "" Yes, they were indeed the hap- piest playfellows I ever saw,"" replied Mrs. Evans. '* But all that was child- ish sport, and it passed away. I do not know how it was with mv master when she died, for he never came near us then, and he has never been here but once since. We heard he was quite beside himself, as it were. To be sure, he must have been very sorry ; and that was the reason, I suppose, that he did not attend the funeral. It was no want of respect or love either, I am sure ; but he has not such a lofty mind as Lady Rachel, and it would have killed him to have seen tliat sad ceremony."" """,jessica
84,"Let me see — now that you remind me, I think Mrs. John knew in some way, that she was in Great Centre Bridge in the spring. Yes, of course she was ; I re- member now, Mrs. Erskine told me she went over there one day to look for her."" ''I knew it! I knew it!"" exclaimed Pottlnger, and he flung his cap away into a corner of the room. "" They are all In the plot to hide her from me, and I must and will see Mrs. John!",svenja
85,"We offer thee peace, to perform the rites due to the ashes of the mighty king — take it or refuse it, now, and at a word."" Onegisus caught the arm of Ellac, as he was about to reply, and whispered with him eagerly for several minutes. Ellac looked down sullenly on the ground for a moment, and then raising his eyes, replied, M Peace ! let it be peace for those two days ! I swear to keep it inviolate by the ashes of my father, and by the eternal gods. But after that, oh Arderic, will come the trial between thee and me. The hosts that have conquered under Attila shall not be divided under his son.",matt
86,"Second Edition. In Three Vols, post 8vo. NIGHT AND MORNING. A Novel. By the Author of "" Rienzi,"" *' Eugene Aram,"" &c. "" The best novel that Sir Lytton Bulwer has yet given to the world."" — Literary Gazette. "" The vivacity and variety of * Night and Morning' will carry it throughout the whole world of novel readers.""",mark
87,"In about ten minutes Mary went down by the back staircase, and found Sir William in the walk. "" Ah !"" he said, "" those red eyes betray what has occurred. You have received an unpleasant letter from Harry Howard ; but don't regard that. I had a long conversation with Mr. Howard this morning, about you and him, and all is as it ought to be."" He then told her what he had said about his approval of his son's choice, and his dislike to call on Mr. Selwyn. "" Oh !"" she said, "" this letter has rendered me quite miserable ; he never could have written thus if he really loved me, and now he seems to have given me up entirely."" "" Come, come,"" said Sir William ; "" do not give way thus — will you let me see his letter ?"" """,alex
88,"That good creature despatched him for brandy, and, he being gone, she proceeded very calmly to examine the contents of the packet and the letter. The packet contained a prodigious quantity of manuscript and nothing else. From the letter the landlady -gathered (she could just read) that Messrs. Bilge and Barker regretted that they could not see their way to the publication of . A step on the stair warned her of the visitor's return. ' Look up, there's a dear creatur',' said the landlady in audible solicitude. 'Ah, that's it, my pore darlin'.",jessica
89,"Adalbert had watched the fugitive, and at that moment would have exchanged a diadem for the posses- sion of the precious flower. He raised his hand to snatch it from its station, but the impulse brought reflection. He paused, fearful of betraying the secret of his feelings, although his eyes, to any other than Hosal the, must have disclosed the sentiments he struggled to conceal. I know not how long this scene conti- nued; nued ; it should have lasted for ever had it been in my power, for I would have perpetuated it on the canvas. A bell from the castle now summon- ed them to the festive board. Adelbert drew a hand of each through his arms, and hastened from the grotto. Thus did the hours glide swiftly away.",svenja
90,"I did not desire his death. I would have saved his life had the power to do so been given to me. Oh God ! ' she cried, ' it is cruel to talk or to look so as to make me feel as if the responsibility of all this were mine ! ' She clasped one hand over another upon h ji heart, drawing erect her fine figure into a posture full of indignant reproach and passionate depre- cation. Indeed, had I never met her before and not known better, I should have taken her to be some fine tragedy actress who could not perform in the humblest article of an every-day common- place part without dressing her behaviour with the airs of the stage. 1 Pardon me,'",matt
91,"ILalf Length Fortraits. Short Studies of Notable Persons. By J. Hain Friswell. Small post 8vo, cloth extra, 6j. Essays on English JVriten, for the Self-improvement of Students in English Literature. "" To all who have neglected to read and study their native literature we would certainly suggest the volume before us aS a fitting introduction."" — Examiner, The Gentle Life Series (cofitinued) : — Other People's Windows.",mark
92,"Gabriel's Treatise on the Teetli, explaining their patented mode of supplying Teeth without Springs or Wires, may be had gi'atis on application, or free by post. BLACK NET AND TULLE. Messrs. JAY have from Paris a variety of BLACK EVENIXG DRESSES, wliich they can confidently recommend, both from their correctness of fashion and economy in price. JAY'S, Cf)e iLonlJon ([general iJ^ournmg MEareficu^e, 247, 249, and 251, Regent Street. BLACK SILKS. Purchasers will find .at all times the greatest possible Advantage in Buying BLACK SILKS, of either the richest quality or those of a lighter material, and at a cheaper cost, at JAY'S, €ic ilontion General i^ourning ^IHarei&ouse, 247, 249, and 251, Regent Street, FAMILIES ""Will always fi^nd at Messrs.",alex
93,"I had rather have half a meal, and eat it where and how I please, than a whole one in a prison. I have no notion of being made a prisoner be- cause I am poor ; I won t stand it. I will go and tell the governor so."" "" And so will I ; and it is odd if my wife is not of my mind by this time, if they deal with the women as they deal with us. My wife won't consent to g-o without her tea, I will answer for her. I'll go and see.""",jessica
94,"She had now time to think over the strange- ness of the whole adventure ; and the pretended revelations she had just heard. She could scarcely give credit to them; but though strange, they were not impossible. She had been warned of the Hanoverians, both by the Prince and Princess, and was now ready enough to believe that they might have been led by jealousy or hatred to mark her out for destruction. Could her voice have reached Leicester House, she doubted not that amongst her numerous admirers it would quickly raise for her a champion as valiant as Prince Oroondates ; and, according to her ideas, never had a distressed lady greater occasion for the interposition of such a hero. Mary Lepel was not disturbed any more that day. Her silent attendant came and went, fetched and carried, scrutinized her closely, and watched her movements with cat-like vigilance ; but though her uneasiness had greatly increased, the prisoner contrived to get through the day with tolerable quietude ; and having taken the same precautions as on the previous night, she said her prayers, and resigned herself to sleep with more composure than might have been anticipated. In the morning of the third day of her abduc- tion the young heroine rose, greatly refreshed.",svenja
95,"Women seldom ask the advice of their friends till they have quite made up their own minds on the subject, so it was not with any idea of being' deterred from her project^ or having"" its futility pointed out that she submitted her plan to Mr. and Mrs. Vallack, at breakfast time. Dr. Bag-ot must be seen and consulted, and time would be required ', but Flora had somethino- to look forward to. "" Even the chance of a little g""ood rather than sitting down quietly under the certainty of all evil/^ said she ; "" give me even fear and dread of misery and disappointment, so as I am not deprived of every hope of happiness and ex- pectation of success/' With this httle beam of sunshine on her spirits^ Flora put on her shawl to enjoy the brief hour of March sunshine out of doors^ comforting"" herself with the possession of Guy's letter. It was something* to feel even that in her bosom. She would have escaped from Mr. and Mrs. Vallack to read it again, but it would seem selfish to leave them; besides, on the broad gravel walk was where it was dryest and pleasantest.",matt
96,"No sound save the low mvrmvr of the old man's voice and their slow footsteps sell upon their ear, no human being was visible, no bird or bat disturbed the quiet air ; all was strangely, solemnly still, impressing, unconsciously to thern, a feeling al- most of awe upon both Quintin and Flors. The latter had descanted fervently upon the sweetness of his child, and had paused as though to enjoy the luxury of thoughts which the subject had raised — thoughts which had no words, a communion with the heart which had no audible voice. To Quintin such a pause was equally desirable ; he too could dwell upon the subject with an eloquence of thought no langvage could reach. It was even in this moment of attraction that a strange hand was laid upon the shoulder of Flors. He started from his reverie, and, in the deep shadow of a pillar which he was just passing, there stood a fi- gure of a man habited in black, with his face masked. In a deep hollow voice he exclaimed, while his hand still grasped the painter's shoulder, "" Michael Flors I"" Quintin was also roused from his dream of bliss by the sudden cry of astonishment which the old man made, as well as the exclamation of the stranger. Upon the impulse of the surprise he clapped his hand to his sword, and, at the same moment, his arm was seized and another voice of a similar tone exclaimed loudly — "" Quintin Matsys !""",mark
97,"He must have had glorious moments !"" broke in the pale student, to the surprise of the whole party; ""Think what it must have been when he bivouacked his army in the clefts and caverns of our magnificent Carpathians, with an Emperor in arms against him, and nothing between a crown and a scaffold but the decree of chance ! It makes the heart bound to think of such a waking — the dim mysterious vapours floating between him and the blue heaven above his head^ and wreathing them- selves into a thousand fantastic shapes about his feet^ shrouding from his view the land for which he was about to dare his fate ! And how grand at such a dawning, to call up his hordes, as it must have seemed from chaos, and to behold them starting forth amid the dim vapours^ looking in the refracted light like an army of giants!",alex
98,"Before the altar was a pyramidal green stone, ending in a point, about five spans high, on which the victims were laid, one after the other, on their backs, to be sacrificed. During the whole time perfumes from the incense tree, and other fragrant plants, were burning; — and the groans of the infants, for the older persons seldom suffered a sigh even to escape them, were suppressed hy a sort of low chant from persons appointed, who all the while spinning round, wounded their flesh with lancets made of shells, and spurted the blood upon the kings feet. '7 The chief priest, or topzlm, held in one hand an idol with green eyes, saying to the purport, i ' This is your god."" He wore upon his head a crown of green and yellow feathers; he had his office by inhe- ritance •, he had gold rings with green stones in his ears, and under his lip, about the middle of his chin, a little pipe made of blue stone, his face daubed black. The other five priests wore wigs very much curled, with leathern thongs wound about them, girt in the middle of the head, and small paper tar- gets on the forehead. The hearts of the sacrificed were presented to the idol.",jessica
99,"O'Brien left. A man of seventy-five did not, he thought, bear much on the case. The years were thirty or thirty- five too many. DULWICH AGAIN. When Jerry O'Brien reached Kilbarry that afternoon, he drove straight to O'Hanlon's office, and briefly recounted to the astonished solicitor what he and Jim Phelan had seen at the Black Rock the day before. O'Hanlon was for a few moments speechless with amazement. When his amazement wore off a little, he found himself bound in on all sides with perplexities.",svenja
100,"Don't take the trouble to deny it, for I know everything. I sat behind you last night at the theatricals, and heard every word you said to each other. And now Godfrey Harland, who holds the trump card — you or I ? ' He did not attempt to answer her, but turned his face towards the open door, and stood gnawing his moustaches, and wondering how he should extricate him- self from the mdrass of perplexity in which he was sinking. * You did not give one thought to me — left to struggle with poverty as best I could. Had I remained behind, I might have become anything — a lost, abandoned woman — God knows ! But I have fol- lowed you, as you see, and I am here to claim you as my husband.' *",matt
101,"Good-night,' she said once more to Brunt, who shambled away on his road to Haltham. And then, with a slight in- clination of the head, she was about to retreat again within her own little fortress. ' Mayn't I speak to you ? ' asked Hal Rushton. 'Of course,' she replied in a trembling voice, and he followed her into the room, though they did not close the door. 1 You are troubled to-night, I am sure. What has annoyed you ? ' he said gently.",mark
102,"1 would only remark, that to such persons, 1 fear this portion of Catherine's story will be in a great degree revolting, since I have now to exhibit her under these particular circumstances. Truth compels me to say, that nei- ther the most affectionate behaviour towards herself, nor the most guarded conduct to Augusta on the part of St. Aubyn, nor the frequent endeavours she herself made to repel every suspicious thought, could restore to Catherine that untroubled peace of mind, and entire confidence in her husband's love which had rendered her residence at C hitherto so delightful and so happy. Augusta was that heartless, inhuman being, who, even as a wife, had no triumph so great as that of practising upon the vanity (it would be unwor- thy to say the hearts) of men. St. Aubyn was still her mark ; and, though he forbore to offer her the pointed attentions she endeavoured to excite, she put it almost out of his power to address her with the merely polite civi- lity he was desirous ofextendingtowards her, by the footingof familiarity on which she seemed determined to receive him. The most steadily governed mind would certainly sometimes have been shaken, by the attempts she levelled against its peace; how much more, then, was that of the unfortunate Catherine disturbed ! The gaiety of her disposition — the sweetness of her temper, which, though from the vivacity of her undisciplined feelings subject to hasty ebullitions of anger at untoward circumstances, had still been of that affectionate kind, which rendered her to St. Aubyn the most attractive and engaging- of women — all was fading away — and, insensibly to herself, she was daily yielding to an irritability of mind, which betrayed itself at first in snch trifles as St. Anbvn considered it unworthy to notice ; but which gradually strengthened into a sort of conduct, which it was impossible for him to pass over without comment. Wishing as much as possible to avoid the presence of Augusta, whom she detested with a hatred which no prin- ciples within her taught her the sin of indulging, Catherine had evaded as often as she could, under a plea of indispo- sition, the frequent invitations she and her husband received from the Elliots.",alex
103,"Both the latter were in a bad temper this morning, with the early rising, the bill, the rain, and the cloak-straps ; even Fero had wept, and would not come near his aunt, who looked to him as the sweet drop in a bitter cup. But in a sloppy and smutty corner of E 2 LIBRARY UNIVERSE OF ILLINOIS the deck, Mayne came to her. His heart was full of bitterness too ; for he could not regard himself as either a faithful lover or a martyr to duty ; still, if there was another look to be had at Cordelia's bonny face, no small thing should stand in his way. ' So you have shipped yourself all aboard of a ship, and found the most uncomfortable place in it.' ' I shall have it to myself. Oh, Mayne, I wanted you to see Fero, and he has gone below all screams and smudges ; you would never believe how good and pretty he is.' '",jessica
104,"asked Joe. “Whose else's do you think?” replied the woman. “He isn't likely to take cold without 'em, I dare say.” “I hope he didn't die of anything catching? Eh?” said old Joe, stopping in his work, and looking up.",svenja
105,"In the church of Santa Maria- sopra- Minerva, Roma."" And the painter is a man— Hans Riemann, you see. Well, all one can say is that some men have much nicer tastes than some women. . . . Hadn't we better go on to the next room, or we shall not get it all done before lunch .^' ' Oh yes ! Come !' They walked away.",matt
106,"Made- moiselle. It is impossible to face each other so fairly and openly that our natures lie bare to sight and knowledge. It is equally impossible to foretell what fruit the impulses and longings of our souls may bear. There are few indeed whose lives show a white, clear page like yours."" "" How do you know ? "" she commenced — then hesitated and coloured as she met his eyes. "" How do I know of your life, you would say ?",mark
107,"This is startling."" "" My father,"" continued Carr, "" was a German, that was one tie with the Carrs ; Mrs. Carr was German, and never spoke English without difficulty ; she used to have long talks with my father in their own tongue, and tended him in his last illness — my oldest, far-away, dream-like memory is being hugged up to my father's breast, the cold howling wind, and great dark green waves raging round — of being wet through. Then I can remember nothinsf till we were among woods and hills, and my good friends the Carrs were mixed up with my life."" And he proceeded to give a sketch of his existence, which has been already presented. "" After I went with my friends to Australia, Mrs, Carr died, some years before her hus- band,"" concluded the young man. ""He was a rugged and uncultivated Scotsman, not ignorant ; a fine character, who fought hard wdth circumstances, and was on the eve of conquering them when death took him. He left me all he had, and I worked on, on his lines, when gold was discovered on my property, and my fortune was made — no thanks to me !",alex
108,"How is this ? "" said the Count, "" I thought you said that somebody was coming."" "" I did fancy that I saw some one,"" returned Albert, with great hesitation ; "" but I — I be- lieve it was a delusion."" "" A dehision ! "" repeated the old Count. "" Are you turning Mystic, then ? I thought you Rationals did not allow of any delusions, or at least would not confess that delusions could produce any effect upon your minds ?",jessica
109,"Matilda heard a noise—footsteps were distinguishable, and looking up, a flash of vivid lightning disclosed to her view the towering form of Zastrozzi. His gigantic figure was again involved in pitchy darkness, as the momentary lightning receded. A peal of crashing thunder again madly rattled over the zenith, and a scintillating flash announced Zastrozzi's approach, as he stood before Matilda. Matilda, surprised at his approach, started as he addressed her, and felt an indescribable awe, when she reflected on the wonderful casualty which, in this terrific and tempestuous hour, had led them to the same spot. “Doubtless his feelings are violent and irresistible as mine: perhaps these led him to meet me here.” She shuddered as she reflected; but smothering the sensations of alarm which she had suffered herself to be surprised by, she asked him what had led him to the forest. “The same which led you here, Matilda,” returned Zastrozzi: “the same influence which actuates us both, has doubtless inspired that congeniality which, in this frightful storm, led us to the same spot.”",svenja
110,"no, no ; the noblest deer hath thera as huge as the rascal. Is the single man therefore blessed ?— No ; as a walled town is worthier than a village, so is the forehead of a married man more honourable than the bare brow of a bachelor ; and by how much defence is better than no skill, so much is a horn more precious than to want."" The P — — and his party were now about about to turn away, when Mr. S advanced, and addressed the sibyl thus: "" You secrer, bihek, and midnight hag, I conjure ^ou by that which you profess (Howe'er you come to know it), answer me .- What fame posthumous will be mine r"" The sibvT turned to her book, and said^",matt
111,"By John Conolly, M.D. Demy Svo. Price 14s. cloth. Visit to Salt Lake. Being a Journey across the Plains to the Mormon Settlements at Utah. By William Chandless. Post Svo, with a Map. 2s. 6c?. cloth.",mark
112,"Of eye, to animate the countenance. Enough ! Here is that look which pleaseth me More than all sights of earth, or air, or sea. And let no fold, no ornament bedeck The stately shapeliness of that smooth neck. The robe your choice — its texture and its hue — But modest it must needs be, or not true.",alex
