"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"1648.txt","A moment of madness : and other stories","Lean Florence formerly Church formerly Marryat","1883","British","Chadwyck",0.9624
"1649.txt","Driven to bay. A novel","Lean Florence formerly Church formerly Marryat","1887","British","Chadwyck",0.9621
"165.txt","Poor Nellie","Barter, Catherine","1887","British","Chadwyck",0.9451
"1650.txt","My sister the actress. A novel","Lean Florence formerly Church formerly Marryat","1881","British","Chadwyck",0.9503
"1651.txt","Phyllida. A life drama","Lean Florence formerly Church formerly Marryat","1882","British","Chadwyck",0.9585
"1652.txt","Kathie Brande : a fireside history of a quiet life","Lee Holme 1828 1900","1856","British","Chadwyck",0.9698
"1653.txt","Mr. Wynyard's ward","Lee Holme 1828 1900","1867","British","Chadwyck",0.948
"1654.txt","Mrs. Denys of Cote : in three volumes","Lee Holme 1828 1900","1880","British","Chadwyck",0.9437
"1655.txt","Sylvan Holt's daughter","Lee Holme 1828 1900","1858","British","Chadwyck",0.9637
"1656.txt","The Wortlebank diary : and some old stories from Kathie Brande's portfolio","Lee Holme 1828 1900","1860","British","Chadwyck",0.9515
"1657.txt","This work-a-day world","Lee Holme 1828 1900","1875","British","Chadwyck",0.9474
"1658.txt","Warp and woof, or, The reminiscences of Doris Fletcher","Lee Holme 1828 1900","1861","British","Chadwyck",0.9571
"1659.txt","The recess, or, A tale of other times","Lee Sophia","1787","British","Chadwyck",0.8074
"166.txt","George Vyvian","Bates, Emily Katherine","1890","British","Chadwyck",0.9539
"1660.txt","Canterbury tales","Lee, Harriet","1857","British","Chadwyck",0.9481
"1661.txt","Against wind and tide","Lee, Holme","1859","British","Chadwyck",0.9482
"1662.txt","Annis Warleigh's fortunes","Lee, Holme","1863","British","Chadwyck",0.9541
"1663.txt","Basil Godfrey's caprice","Lee, Holme","1868","British","Chadwyck",0.9562
"1664.txt","Country stories, old and new : in prose and verse","Lee, Holme","1872","British","Chadwyck",0.9669
"1665.txt","A Scots thistle","Lefroy Ella Napier","1892","British","Chadwyck",0.9641
"1666.txt","Maud Atherton","Leigh Alfred","1870","British","Chadwyck",0.9722
"1667.txt","Falkner Lyle, or, The story of two wives","Lemon, Mark","1866","British","Chadwyck",0.9483
"1668.txt","Loved at last. A story","Lemon, Mark","1864","British","Chadwyck",0.9624
"1669.txt","Wait for the end : a story","Lemon, Mark","1863","British","Chadwyck",0.9611
"167.txt","Tell-tale Sophas : an eclectic fable : founded on anecdotes, foreign and domestic","Battersby, John","1826","British","Chadwyck",0.9329
"1670.txt","Penhala, a wayside wizard","Lemore Clara d 1898","1895","British","Chadwyck",0.9542
"1671.txt","Compton Audley; or, Hands not hearts","Lennox, Lord William Pitt","1841","British","Chadwyck",0.9371
"1672.txt","Philip Courtenay, or, Scenes at home and abroad","Lennox, Lord William Pitt","1855","British","Chadwyck",0.9494
"1673.txt","The tuft-hunter","Lennox, Lord William Pitt","1843","British","Chadwyck",0.9414
"1674.txt","Arthur O'Leary : his wanderings and ponderings in many lands","Lever, Charles James","1844","Irish","Chadwyck",0.9604
"1675.txt","Charles O'Malley, the Irish dragoon","Lever, Charles James","1841","Irish","Chadwyck",0.9702
"1676.txt","Davenport Dunn : a man of our day","Lever, Charles James","1859","Irish","Chadwyck",0.9627
"1677.txt","Diary and notes of Horace Templeton, esq., late secretary of legation at ------","Lever, Charles James","1848","Irish","Chadwyck",0.9604
"1678.txt","Roland Cashel","Lever, Charles James","1872","Irish","Chadwyck",0.9598
"1679.txt","Sir Brook Fossbrooke","Lever, Charles James","1866","Irish","Chadwyck",0.9614
"168.txt","Percy Lockhart, or, The hidden will","Baxter, Francis Willoughby","1872","British","Chadwyck",0.9646
"1680.txt","The Bramleighs of Bishop's Folly","Lever, Charles James","1868","Irish","Chadwyck",0.9593
"1681.txt","The Daltons, or, Three roads in life","Lever, Charles James","1852","Irish","Chadwyck",0.9567
"1682.txt","The Dodd family abroad","Lever, Charles James","1859","Irish","Chadwyck",0.9723
"1683.txt","The fortunes of Glencore","Lever, Charles James","1857","Irish","Chadwyck",0.9511
"1684.txt","The Martins of Cro' Martin","Lever, Charles James","1800","Irish","Chadwyck",0.965
"1685.txt","Tom Burke Of ""Ours."" By Charles Lever. (Harry Lorrequer.) With Numerous Illustrations on Steel, by H. K. Browne. In Two Volumes","Lever, Charles James","1844","Irish","Chadwyck",0.9706
"1686.txt","Tony Butler","Lever, Charles James","1865","Irish","Chadwyck",0.9624
"1687.txt","Cromwell Doolan, or Life in the army","Levinge, Sir Richard George Augustus (7th Baronet)","1849","British","Chadwyck",0.9557
"1688.txt","Rose, Blanche, and Violet","Lewes George Henry 1817 1878","1848","British","Chadwyck",0.9604
"1689.txt","Rhoda : a novel","Lewis Alethea 1749 1827","1816","British","Chadwyck",0.9353
"169.txt","The Corinna of England, and a heroine in the shade : a modern romance","Bayfield, Mrs. E G","1809","British","Chadwyck",0.9204
"1690.txt","Things by their right names : a novel","Lewis Alethea 1749 1827","1812","British","Chadwyck",0.9474
"1691.txt","The master of Riverswood : a novel","Lewis Arthur Mrs","1876","British","Chadwyck",0.9548
"1692.txt","Hooks of steel","Lewis Helen Prothero","1894","British","Chadwyck",0.9771
"1693.txt","Feudal tyrants; or, The Counts of Carlsheim and Sargans. A romance","Lewis, M. G. (Matthew Gregory)","1807","British","Chadwyck",0.93
"1694.txt","Romantic tales","Lewis, M. G. (Matthew Gregory)","1808","British","Chadwyck",0.9372
"1695.txt","The Bravo of Venice - A Romance","Lewis, M. G. (Matthew Gregory)","1804","British","Chadwyck",0.9521
"1696.txt","The Monk: A Romance","Lewis, M. G. (Matthew Gregory)","1796","British","Chadwyck",0.9802
"1697.txt","Ambition","Lewis, M. G. Miss","1825","British","Chadwyck",0.9571
"1698.txt","Fiesole; a novel","Ley Beatrice","1886","British","Chadwyck",0.9494
"1699.txt","The Lindsays : a romance of Scottish life","Leys John K John Kirkwood 1864 1909","1888","British","Chadwyck",0.9562
"17.txt","The Spanish match : or, Charles Stuart at Madrid","Ainsworth, William","1865","British","Chadwyck",0.94
"170.txt","Scenes and stories, by a clergyman in debt. Written during his confinement in the debtors' prisons ..","Bayley, Frederic William Naylor","1835","British","Chadwyck",0.9581
"1700.txt","Tales by a barrister","Liardet Frederick","1844","British","Chadwyck",0.9582
"1701.txt","Hidden links, or, The schoolfellows : a tale","Liddell Charles Francis","1857","British","Chadwyck",0.9582
"1702.txt","The cobra diamond","Lillie, Arthur","1890","British","Chadwyck",0.947
"1703.txt","Bertha's earl : a novel","Lindsay, Lady Caroline Blanche Elizabeth","1891","British","Chadwyck",0.966
"1704.txt","In exchange for a soul; a novel","Linskill Mary 1840 1891","1887","British","Chadwyck",0.9475
"1705.txt","My love!","Linton, E. Lynn (Elizabeth Lynn)","1881","British","Chadwyck",0.958
"1706.txt","Sowing the wind. A novel","Linton, E. Lynn (Elizabeth Lynn)","1867","British","Chadwyck",0.939
"1707.txt","The True History of Joshua Davidson","Linton, E. Lynn (Elizabeth Lynn)","1872","British","Chadwyck",0.9827
"1708.txt","Through the long night","Linton, E. Lynn (Elizabeth Lynn)","1889","British","Chadwyck",0.9595
"1709.txt","Adrian, the Neophyte . . . (1843)","Lippard, George","1838","American","Chadwyck",0.9674
"171.txt","Country landlords","Beale, Anne","1860","British","Chadwyck",0.9616
"1710.txt","Bel of Prairie Eden: A Romance of Mexico (1848)","Lippard, George","1838","American","Chadwyck",0.973
"1711.txt","Herbert Tracy; or, The Legend of the Black Rangers. A Romance
of the Battle-field of Germantown . . . (1844)","Lippard, George","1838","American","Chadwyck",0.9674
"1712.txt","Legends of Mexico . . . (1847)","Lippard, George","1838","American","Chadwyck",0.9745
"1713.txt","Memoirs of a Preacher: A Revelation of the Church and the Home
[\""second edition\"" on front cover] (1849)","Lippard, George","1838","American","Chadwyck",0.9777
"1714.txt","Paul Ardenheim, the Monk of Wissahikon (1848)","Lippard, George","1838","American","Chadwyck",0.9685
"1715.txt","The Battle-Day of Germantown . . . (1843)","Lippard, George","1838","American","Chadwyck",0.9741
"1716.txt","The Killers: A Narrative of Real Life in Philadelphia . . . By
a Member of the Philadelphia Bar (1850)","Lippard, George","1838","American","Chadwyck",0.9813
"1717.txt","The Ladye Annabel; or, The Doom of the Poisoner. A Romance by
an Unknown Author . . . (1844)","Lippard, George","1838","American","Chadwyck",0.9606
"1718.txt","The Man with the Mask: A Sequel to the Memoirs of a Preacher. A
Revelation of the Church and the Home . . . (1849)","Lippard, George","1838","American","Chadwyck",0.9733
"1719.txt","The Rose of Wissahikon; or, The Fourth of July, 1776. A
Romance, Embracing the Secret History of the Declaration of
Independence . . . (1847)","Lippard, George","1838","American","Chadwyck",0.9753
"172.txt","Courtleroy","Beale, Anne","1887","British","Chadwyck",0.9383
"1720.txt","Washington and His Generals; or, Legends of the Revolution
(1847)","Lippard, George","1838","American","Chadwyck",0.9654
"1721.txt","Granby, a novel.","Lister, T. H. (Thomas Henry)","2008-10-02","British","Chadwyck",0.9384
"1722.txt","Herbert Lacy","Lister, T. H. (Thomas Henry)","1828","British","Chadwyck",0.9503
"1723.txt","Hulse House; a novel","Lister, T. H. (Thomas Henry)","1860","British","Chadwyck",0.9533
"1724.txt","Llewellin, a tale","Llewellin","1799","British","Chadwyck",0.7977
"1725.txt","Scamp; a novel","Lloyd Jessie Sale Hopkins 1846","1887","British","Chadwyck",0.9563
"1726.txt","The Hazelhurst mystery : a novel","Lloyd Jessie Sale Hopkins 1846","1877","British","Chadwyck",0.9555
"1727.txt","We Costelions. : a novel","Lloyd Jessie Sale Hopkins 1846","1882","British","Chadwyck",0.9698
"1728.txt","Sir Goodwin's folly: a story of the year 1795","Locker Arthur pseud i e J H Forbes","1864","British","Chadwyck",0.9237
"1729.txt","Reginald Dalton","Lockhart J G John Gibson 1794 1854","1823","British","Chadwyck",0.945
"173.txt","Nothing venture, nothing have. A novel","Beale, Anne","1864","British","Chadwyck",0.9681
"1730.txt","Valerius : a Roman story","Lockhart J G John Gibson 1794 1854","1821","British","Chadwyck",0.9493
"1731.txt","Raised to the woolsack","Lockhart Langton","1864","British","Chadwyck",0.963
"1732.txt","Fair to see : a novel","Lockhart, Laurence William Maxwell","1871","British","Chadwyck",0.9421
"1733.txt","Mine is thine. A novel","Lockhart, Laurence William Maxwell","1878","British","Chadwyck",0.9513
"1734.txt","The first lieutenant's story","Long Catharine Lady d 1867","1853","British","Chadwyck",0.9756
"1735.txt","Hyperion. Volume 2 (1839)","Longfellow, Henry Wadsworth","1844.5","American","Chadwyck",0.9683
"1736.txt","Kavanagh (1849)","Longfellow, Henry Wadsworth","1844.5","American","Chadwyck",0.9727
"1737.txt","The Bald Eagle (1840)","Longfellow, Henry Wadsworth","1844.5","American","Chadwyck",0.9731
"1738.txt","Georgia Scenes, Characters, Incidents, etc., in the First
Half Century of the Republic. By a Native Georgian (1835)","Longstreet, Augustus Baldwin","1830","American","Chadwyck",0.9667
"1739.txt","Master William Mitten; or, A Youth of Brilliant Talents, Who
Was Ruined by Bad Luck. (1864)","Longstreet, Augustus Baldwin","1830","American","Chadwyck",0.9777
"174.txt","Restitution","Beale, Anne","1889","British","Chadwyck",0.9457
"1740.txt","Stories of a bride;","Loudon Mrs Jane 1807 1858","1829","British","Chadwyck",0.948
"1741.txt","First love : a novel","Loudon Mrs Margracia","1830","British","Chadwyck",0.9487
"1742.txt","Rory O'More, a national romance","Lover Samuel 1797 1868","1837","Irish","Chadwyck",0.9415
"1743.txt","Antony Brade. (1874)","Lowell, Robert","1853.5","American","Chadwyck",0.9615
"1744.txt","Hoist with her own petard","Lucas Reginald Jaffray 1865","1894","British","Chadwyck",0.9606
"1745.txt","Gideon Fleyce : a novel","Lucy Henry W Henry William Sir 1845 1924","1883","British","Chadwyck",0.957
"1746.txt","Knight-errant","Lyall Edna 1857 1903","1887","British","Chadwyck",0.9337
"1747.txt","To right the wrong","Lyall Edna 1857 1903","1894","British","Chadwyck",0.9597
"1748.txt","We two : a novel","Lyall Edna 1857 1903","1884","British","Chadwyck",0.953
"1749.txt","Fair oaks, or, The experiences of Arnold Osborne, M.D","Lyle, Max","1856","British","Chadwyck",0.9521
"175.txt","Simplicity and fascination, or, Guardians and wards","Beale, Anne","1885","British","Chadwyck",0.9508
"1750.txt","The fall of the Nan Soung; a tale of the Mogul conquest of China","Lymburner, A. L.","1846","British","Chadwyck",0.9391
"1751.txt","Approaches : the poor scholar's quest of a Mecca : a novel in three volumes","Lynch, Arthur","1892","British","Chadwyck",0.9699
"1752.txt","The marplot","Lysaght Sidney Royse d 1941","1893","British","Chadwyck",0.9317
"1753.txt","Riding out the gale : a novel","Lyster Annette","1877","British","Chadwyck",0.966
"1754.txt","La belle sauvage, or A progress through the beau-monde. A novel. In two volumes.","Lyttleton M","1803","British","Chadwyck",0.8371
"1755.txt","Peregrine, or, The fool of fortune : a novel","Lyttleton M","1803","British","Chadwyck",0.8233
"1756.txt","Bianca Capello : an historical romance","Lytton, Baroness Rosina Bulwer Lytton","1843","British","Chadwyck",0.934
"1757.txt","Cheveley; or, The man of honour","Lytton, Baroness Rosina Bulwer Lytton","1839","British","Chadwyck",0.9406
"1758.txt","Miriam Sedley; or, The tares and the wheat. A tale of real life","Lytton, Baroness Rosina Bulwer Lytton","1851","British","Chadwyck",0.9476
"1759.txt","The budget of the Bubble family","Lytton, Baroness Rosina Bulwer Lytton","1842","British","Chadwyck",0.9383
"176.txt","Traits and stories of the Welsh peasantry.","Beale, Anne","2008-08-29","British","Chadwyck",0.9442
"1760.txt","The peer's daughters : a novel","Lytton, Baroness Rosina Bulwer Lytton","1849","British","Chadwyck",0.9388
"1761.txt","The school for husbands; or, Moliere's life and times","Lytton, Baroness Rosina Bulwer Lytton","1852","British","Chadwyck",0.9455
"1762.txt","The world and his wife, or, A person of consequence : a photographic novel","Lytton, Baroness Rosina Bulwer Lytton","1858","British","Chadwyck",0.9349
"1763.txt","Very successful!","Lytton, Baroness Rosina Bulwer Lytton","1856","British","Chadwyck",0.9439
"1764.txt","Ernest Maltravers","Lytton, Edward","1837","British","Chadwyck",0.9455
"1765.txt","Eugene Aram.","Lytton, Edward","1832","British","Chadwyck",0.9695
"1766.txt","Godolphin, a novel","Lytton, Edward","1833","British","Chadwyck",0.9513
"1767.txt","Harold, the last of the Saxon kings","Lytton, Edward","1865","British","Chadwyck",0.9567
"1768.txt","Lucretia: or, The children of night. By Sir Edward Bulwer Lytton, bart.","Lytton, Edward","2008-10-29","British","Chadwyck",0.9536
"1769.txt","My novel ..","Lytton, Edward","1876","British","Chadwyck",0.9488
"177.txt","Precipitance; a highland tale","Beall, Noble Y","1823","British","Chadwyck",0.9444
"1770.txt","Paul Clifford. By the author of ""Pelham"" ...","Lytton, Edward","2008-09-19","British","Chadwyck",0.9419
"1771.txt","Pelham; Or, The Adventures Of A Gentleman","Lytton, Edward","1828","British","Chadwyck",0.9674
"1772.txt","Rienzi, the last of the tribunes","Lytton, Edward","1835","British","Chadwyck",0.9486
"1773.txt","The Coming Race","Lytton, Edward","1871","British","Chadwyck",0.9844
"1774.txt","The disowned","Lytton, Edward","1829","British","Chadwyck",0.9593
"1775.txt","The last days of Pompeii.","Lytton, Edward","2008-10-28","British","Chadwyck",0.9555
"1776.txt","The Parisians","Lytton, Edward","[n.d.]","British","Chadwyck",0.9458
"1777.txt","The pilgrims of the Rhine / by the author of Pelham, Eugene Aram, &c.","Lytton, Edward","2008-11-04","British","Chadwyck",0.9611
"1778.txt","The ring of Amasis. From the papers of a German physician","Lytton, Edward","1863","British","Chadwyck",0.9545
"1779.txt","What will he do with it","Lytton, Edward","1868","British","Chadwyck",0.9515
"178.txt","Peace campaigns of a cornet","Beamish, North Ludlow","1829","British","Chadwyck",0.9465
"1780.txt","The Infernal Quixote: A Tale of the Day ...","M A Charles LUCAS","1801","British","Chadwyck",0.8768
"1781.txt","The highlanders : a tale","M Donogh Felix 1768 1836","1824","British","Chadwyck",0.9496
"1782.txt","Meredith; or, The Mystery of the Meschianza. A Tale of the
American Revolution (1831)","M'Henry, James","1815","Irish","Chadwyck",0.9838
"1783.txt","The Betrothed of Wyoming (1830)","M'Henry, James","1815","Irish","Chadwyck",0.9819
"1784.txt","An old maid's love. A Dutch tale told in English","Maartens Maarten 1858 1915","1891","British","Chadwyck",0.9537
"1785.txt","God's fool; a Koopstad story","Maartens Maarten 1858 1915","1892","British","Chadwyck",0.9492
"1786.txt","Display : a novel","Maberly, Mrs. Catherine Charlotte","1855","British","Chadwyck",0.9529
"1787.txt","Melanthe; or, The days of the Medici. A tale of the fifteenth century","Maberly, Mrs. Catherine Charlotte","1843","British","Chadwyck",0.9583
"1788.txt","The love-match : a novel","Maberly, Mrs. Catherine Charlotte","1841","British","Chadwyck",0.9635
"1789.txt","Adelaide, regina d'Italia, ossia La corona ferrea : racconto storico ...","MacCabe, William Bernard","1858","British","Chadwyck",0.4743
"179.txt","Marion Leslie : a story","Beaton, Patrick","1863","British","Chadwyck",0.9515
"1790.txt","Agnes Arnold : a novel","MacCabe, William Bernard","1860","British","Chadwyck",0.954
"1791.txt","Bertha, a romance of the dark ages","MacCabe, William Bernard","1851","British","Chadwyck",0.9517
"1792.txt","Annals of a quiet neighbourhood","MacDonald, George","1867","British","Chadwyck",0.967
"1793.txt","At the Back of the North Wind: By George Macdonald","MacDonald, George","1871","British","Chadwyck",0.9844
"1794.txt","Malcolm","MacDonald, George","1875","British","Chadwyck",0.938
"1795.txt","Robert Falconer","MacDonald, George","1868","British","Chadwyck",0.9414
"1796.txt","St. George and St. Michael","MacDonald, George","1876","British","Chadwyck",0.9674
"1797.txt","The Marquis of Lossie","MacDonald, George","1877","British","Chadwyck",0.947
"1798.txt","The Princess And The Goblin: By George Macdonald [etc.]","MacDonald, George","1872","British","Chadwyck",0.9823
"1799.txt","The seaboard parish","MacDonald, George","1868","British","Chadwyck",0.9662
"18.txt","Windsor castle : an historical romance / by W. Harrison Ainsworth.","Ainsworth, William","2008-10-06","British","Chadwyck",0.9393
"180.txt","Grantley Grange: benedicts and bachelors","Beauchamp, Shelsley","1874","British","Chadwyck",0.9527
"1800.txt","The vicar's daughter, an autobiographical story","MacDonald, George","1872","British","Chadwyck",0.9562
"1801.txt","What's mine's mine","MacDonald, George","1886","British","Chadwyck",0.9684
"1802.txt","Wilfrid Cumbermede","MacDonald, George","1872","British","Chadwyck",0.9684
"1803.txt","Miss Beauchamp","MacEwen Constance","1883","British","Chadwyck",0.9498
"1804.txt","A legend of Reading Abbey / by C. Macfarlane ; edited with introd. and notes by George Laurence Gomme.","MacFarlane, Charles","2008-10-21","British","Chadwyck",0.9412
"1805.txt","The Armenians : a tale of Constantinople","MacFarlane, Charles","1830","British","Chadwyck",0.9396
"1806.txt","A mingled yarn: A novel","Mackarness Matilda Anne formerly Planch","1872","British","Chadwyck",0.9591
"1807.txt","The twin soul; or, The strange experiences of Mr. Rameses. A psychological and realistic romance","Mackay Charles 1814 1889","1887","British","Chadwyck",0.9622
"1808.txt","Geraldine : or, Modes of faith and practice : a tale, in three volumes","Mackenzie Mary Jane","1821","British","Chadwyck",0.9367
"1809.txt","Private life","Mackenzie Mary Jane","1829","British","Chadwyck",0.9398
"181.txt","The Oxonians : a glance at society","Beazley, Samuel","1830","British","Chadwyck",0.9482
"1810.txt","Mornings at Matlock","Mackenzie R Shelton Robert Shelton 1809 1880","1850","British","Chadwyck",0.9548
"1811.txt","Mysteries elucidated [by A.M. Mackenzie].","Mackenzie, Anna Maria","1795","British","Chadwyck",0.7835
"1812.txt","The man of feeling. By Henry Mackenzie.","Mackenzie, Henry","2008-12-05","British","Chadwyck",0.9577
"1813.txt","The old lieutenant and his son","Macleod Norman 1812 1872","1862","British","Chadwyck",0.9544
"1814.txt","The starling : a Scotch story","Macleod Norman 1812 1872","1867","British","Chadwyck",0.9493
"1815.txt","Appledore farm","Macquoid, Katharine Sarah","1894","British","Chadwyck",0.9594
"1816.txt","At the red glove : a novel","Macquoid, Katharine Sarah","1885","British","Chadwyck",0.9561
"1817.txt","Beside the river: a tale","Macquoid, Katharine Sarah","1881","British","Chadwyck",0.9522
"1818.txt","Lost Rose. And other stories","Macquoid, Katharine Sarah","1876","British","Chadwyck",0.9555
"1819.txt","Wynville, or, Clubs and coteries : a novel","Madden Daniel Owen 1815 1859","1852","British","Chadwyck",0.9567
"182.txt","Vathek; Translated from the original French. Third Edition, Revised and Corrected.","Beckford, William","1786","British","Chadwyck",0.9624
"1820.txt","The military sketch-book. Reminiscences of seventeen years in the service abroad and at home","Maginn William 1793 1842","1827","British","Chadwyck",0.9524
"1821.txt","Miles Tremenhere [A novel] ..","Maillard Annette Marie","1853","British","Chadwyck",0.9451
"1822.txt","Is it for ever? : a novel","Mainwaring Kate","1873","British","Chadwyck",0.9643
"1823.txt","By and by : an historical romance of the future","Maitland, Edward","1873","British","Chadwyck",0.9638
"1824.txt","The pilgrim and the shrine; or Passages from the life and correspondence of Herert Ainslie","Maitland, Edward","1868","British","Chadwyck",0.9617
"1825.txt","Precautions : a novel","Majendie Margaret Lady b 1850","1887","British","Chadwyck",0.9485
"1826.txt","Mrs. Lorimer : a sketch in black and white","Malet Lucas 1852 1931","1882","British","Chadwyck",0.95
"1827.txt","The wages of sin, a novel","Malet Lucas 1852 1931","1891","British","Chadwyck",0.9565
"1828.txt","Violet, or The danseuse : a portraiture of human passions and character : in two volumes","Malet Marian Dora Lady","1836","British","Chadwyck",0.9459
"1829.txt","Colonel Enderby's wife : a novel","Malet, Lucas","1885","British","Chadwyck",0.9514
"183.txt","Wanderings of Childe Harolde : a romance of real life : interspersed with memoirs of the English wife, the foreign mistress, and various other celebrated characters","Bedford, John Harman","1825","British","Chadwyck",0.9168
"1830.txt","A romance of the nineteenth century","Mallock W H William Hurrell 1849 1923","1881","British","Chadwyck",0.9623
"1831.txt","The new republic; or, Culture, faith, and philosophy in an English country house ..","Mallock W H William Hurrell 1849 1923","1877","British","Chadwyck",0.9523
"1832.txt","The old order changes : a novel","Mallock W H William Hurrell 1849 1923","1886","British","Chadwyck",0.9597
"1833.txt","George the third : a novel","Mangin Edward 1772 1852","1807","British","Chadwyck",0.9404
"1834.txt","Belforest : a tale of English country life","Manning, Anne","1865","British","Chadwyck",0.9565
"1835.txt","Meadowleigh: a tale of English country life","Manning, Anne","1863","British","Chadwyck",0.9551
"1836.txt","Poplar house academy","Manning, Anne","1859","British","Chadwyck",0.9557
"1837.txt","The ladies of Bever Hollow : a tale of English country life","Manning, Anne","1858","British","Chadwyck",0.959
"1838.txt","The lady of limited income : a tale of English country life","Manning, Anne","1872","British","Chadwyck",0.9523
"1839.txt","Montague Newburgh; or, The mother and son. : In two volumes.","Mant Alicia Catherine d 1869","1817","British","Chadwyck",0.9336
"184.txt","Stories from the history of Rome / by Mrs. Beesly.","Beesly, Emily","2008-10-21","British","Chadwyck",0.9569
"1840.txt","All the world's a stage : a novel","Marks, Mary A. M.","1879","British","Chadwyck",0.9547
"1841.txt","A bankrupt heart","Marryat, Florence","1894","British","Chadwyck",0.9602
"1842.txt","A broken blossom : a novel","Marryat, Florence","1879","British","Chadwyck",0.9583
"1843.txt","A fatal silence","Marryat, Florence","1891","British","Chadwyck",0.9568
"1844.txt","How they loved him : a novel","Marryat, Florence","1882","British","Chadwyck",0.9521
"1845.txt","Nelly Brooke. A homely story","Marryat, Florence","1868","British","Chadwyck",0.9544
"1846.txt","On circumstantial evidence","Marryat, Florence","1889","British","Chadwyck",0.9453
"1847.txt","The Hampstead mystery : a novel","Marryat, Florence","1894","British","Chadwyck",0.9676
"1848.txt","The prey of the gods : a novel","Marryat, Florence","1871","British","Chadwyck",0.9606
"1849.txt","The risen dead : a novel","Marryat, Florence","1891","British","Chadwyck",0.9669
"185.txt","The farce of life : a novel","Belfast, Frederick Richard","1852","British","Chadwyck",0.9556
"1850.txt","""Too good for him.""","Marryat, Florence","1865","British","Chadwyck",0.9638
"1851.txt","Véronique. A romance","Marryat, Florence","1869","British","Chadwyck",0.9538
"1852.txt","Woman against woman ..","Marryat, Florence","1865","British","Chadwyck",0.9546
"1853.txt","Percival Keene. By Captain Marryat, R.N.C.B.","Marryat, Frederick","2008-10-07","British","Chadwyck",0.959
"1854.txt","Peter Simple / by Captain Marryat ...","Marryat, Frederick","2008-08-27","British","Chadwyck",0.9586
"1855.txt","Peter Simple","Marryat, Frederick","1834","British","Chadwyck",0.9801
"1856.txt","The children of the new forest by Captain Marryat.","Marryat, Frederick","2008-10-07","British","Chadwyck",0.9517
"1857.txt","The poacher / By Captain Marryat.","Marryat, Frederick","2008-12-12","British","Chadwyck",0.9604
"1858.txt","Valerie, an autobiography. By Captain Marryat.","Marryat, Frederick","2008-10-07","British","Chadwyck",0.9597
"1859.txt","Adelaide Lindsay : a novel","Marsh, Caldwell Anne","1850","British","Chadwyck",0.9409
"186.txt","Two generations, or, Birth, parentage, and education : a novel","Belfast, Frederick Richard","1851","British","Chadwyck",0.9591
"1860.txt","Angela. A novel","Marsh, Caldwell Anne","1848","British","Chadwyck",0.9626
"1861.txt","Aubrey","Marsh, Caldwell Anne","1854","British","Chadwyck",0.9713
"1862.txt","Castle Avon","Marsh, Caldwell Anne","1852","British","Chadwyck",0.9687
"1863.txt","Emilia Wyndham. By the author of ""Ravenscliffe.""","Marsh, Caldwell Anne","2008-10-06","British","Chadwyck",0.9489
"1864.txt","Evelyn Marston","Marsh, Caldwell Anne","1856","British","Chadwyck",0.9608
"1865.txt","Lettice Arnold. A tale","Marsh, Caldwell Anne","1850","British","Chadwyck",0.9612
"1866.txt","Mordaunt hall; or, A September night. A novel","Marsh, Caldwell Anne","1849","British","Chadwyck",0.957
"1867.txt","Ravenscliffe","Marsh, Caldwell Anne","1851","British","Chadwyck",0.936
"1868.txt","The heiress of Haughton; or, The mother's secret","Marsh, Caldwell Anne","1855","British","Chadwyck",0.9604
"1869.txt","The rose of Ashurst","Marsh, Caldwell Anne","1857","British","Chadwyck",0.9689
"187.txt","Wealth and labour : a novel","Belfast, Frederick Richard","1853","British","Chadwyck",0.9524
"1870.txt","The triumphs of time","Marsh, Caldwell Anne","1844","British","Chadwyck",0.9608
"1871.txt","The Wilmingtons. A novel","Marsh, Caldwell Anne","1850","British","Chadwyck",0.965
"1872.txt","Time, the avenger","Marsh, Caldwell Anne","1851","British","Chadwyck",0.9611
"1873.txt","Strange Chapman : a north of England story","Marshall W fl 1880 1884","1882","British","Chadwyck",0.9568
"1874.txt","Claire Brandon, a novel","Marshall, Frederick","1890","British","Chadwyck",0.9654
"1875.txt","The silent sea","Martin Catherine 1848 1937","1892","British","Chadwyck",0.9546
"1876.txt","A girl's past : a novel","Martin, Herbert Mrs.","1893","British","Chadwyck",0.9576
"1877.txt","Britomart. A novel","Martin, Herbert Mrs.","1893","British","Chadwyck",0.9684
"1878.txt","Berkeley the banker, or bank notes and bullion; a tale for the times","Martineau, Harriet","1843","British","Chadwyck",0.9587
"1879.txt","Deerbrook; a novel","Martineau, Harriet","1839","British","Chadwyck",0.9672
"188.txt","Jack Warleigh : a tale of the turf and the law","Belgrave, Dalrymple J","1891","British","Chadwyck",0.9627
"1880.txt","Forest and game-law tales","Martineau, Harriet","1845","British","Chadwyck",0.9578
"1881.txt","Illustrations of political economy.","Martineau, Harriet","1834","British","Chadwyck",0.9643
"1882.txt","Illustrations of political economy. / By Harriet Martineau...","Martineau, Harriet","2008-09-04","British","Chadwyck",0.9638
"1883.txt","Miscellanies / by Harriet Martineau.","Martineau, Harriet","2008-08-27","British","Chadwyck",0.9665
"1884.txt","Poor laws and paupers illustrated","Martineau, Harriet","1833","British","Chadwyck",0.9615
"1885.txt","The hour and the man. A historical romance","Martineau, Harriet","1841","British","Chadwyck",0.9583
